PDB,TM
3HD4A1,0
3HFIA1,0
3HGLA1,0
3HJLA1,0
3HMHA1,0
3HN7A1,2
3HNXA1,0
3HNYM1,0
3HOLA1,0
3HP4A1,0
3HQXA1,0
3HR8A1,0
3HRNA1,0
3HROA1,0
3HTVA1,0
3HUTA1,0
3HVMA1,0
3HVWA1,0
3HWUA1,0
3HXLA1,0
3HYDA1,0
3HZ8A1,0
3I0CA1,0
3I0VA1,0
3I1GA1,0
3I2NA1,0
3I2VA1,0
3I47A1,0
3I4HX1,0
3I4TA1,0
3I7AA1,0
3I7MA1,0
3I82A1,0
3I8ZA1,0
3I9YA1,0
3ID1A1,0
3IDWA1,0
3IF0X1,0
3IF5A1,0
3IG0A1,0
3IH4A1,0
3ILCA1,0
3ILSA1,0
3ILVA1,0
3IM1A1,0
3IPZA1,0
3IRAA1,0
3ISUA1,0
3IU0A1,0
3IU5A1,0
3IUJA1,0
3IV4A1,0
3IVFA1,0
3JQHA1,0
3JRTA1,0
3JRZA1,0
3JS6A1,0
3JSNA1,0
3JU0A1,0
3JV1A1,0
3JVEA1,0
3JXVA1,0
3JZ9A1,0
3JZZA1,0
3K1DA1,0
3K1HA1,0
3K29A1,0
3K2TA1,0
3K3DA1,0
3K3VA1,0
3K63A1,0
3K6RA1,0
3K6UA1,0
3K6YA1,0
3K8JA1,0
3K8UA1,0
3K8WA1,0
3K9AA1,0
3KB5A1,0
3KBEA1,0
3KBGA1,0
3KCIA1,0
3KCWA1,0
3KEYA1,0
3KFWX1,0
3KG4A1,0
3KH7A1,0
3KJEA1,0
3KJTA1,0
3KP8A1,0
3KQ5A1,0
3KR9A1,0
3KSNA1,0
3KT2A1,0
3KT9A1,0
3KV0A1,0
3KVDD1,0
3KW6A1,0
3KWLA1,0
3KZDA1,0
3L3FX1,0
3L78A1,0
3L7WA1,0
3L9UA1,0
3L9ZA1,0
3LAAA1,0
3LAXA1,0
3LD1A1,0
3LE4A1,0
3LEQA1,0
3LF9A1,0
3LFPA1,0
3LGUA1,0
3LIGA1,0
3LJIA1,0
3LLBA1,0
3LMFA1,0
3LMOA1,0
3LNUA1,0
3LODA1,0
3LOIA1,0
3LPZA1,0
3LQEA1,0
3LR3A1,0
3LS0A1,0
3LTIA1,0
3LTJA1,0
3LWTX1,0
3LY7A1,0
3LYWA1,0
3M3PA1,0
3M4XA1,0
3M66A1,0
3M70A1,0
3M7DA1,0
3M7GA1,0
3M8KA1,0
3M9AA1,0
3ME5A1,0
3MEWA1,0
3MF7A1,0
3MIXA1,0
3MKCA1,0
3ML3A1,0
3MM4A1,0
3MOIA1,0
3MVNA1,0
3MX1A1,0
3MX7A1,0
3MY2A1,0
3MYIA1,0
3MZYA1,0
3MZZA1,0
3N0KA1,0
3N11A1,0
3N4HA1,0
3NBIA1,0
3ND2A1,0
3NE0A1,0
3NE3B1,0
3NFTA1,0
3NJMA1,0
3NJWA1,0
3NPHB1,0
3NR5A1,0
3NRWA1,0
3NRYA1,0
3NSFA1,0
3NSMA1,0
3NVGA1,0
3NX6A1,0
3NXCA1,0
3NZLA1,0
3O0PA1,0
3O16A1,0
3O1ZA1,0
3O48A1,0
3O59X1,0
3O5PA1,0
3O7KA1,0
3OA7A1,0
3OBSA1,0
3OC5A1,0
3OC6A1,0
3ODNA1,0
3OF7A1,0
3OFJA1,0
3OGGA1,0
3OH8A1,0
3OI9A1,0
3OIPA1,0
3OIZA1,0
3OKQA1,0
3OLCX1,0
3OMLA1,0
3ON1A1,0
3ONHA1,0
3ONJA1,0
3OOPA1,0
3OPWA1,0
3OR5A1,0
3OU5A1,0
3OUVA1,0
3OZHA1,0
3P1WA1,0
3P28A1,0
3P2FA1,0
3P3DA1,0
3P4LA1,0
3P51A1,0
3P54A1,0
3P6JA1,0
3P7KA1,0
3PACA1,0
3PBHA1,0
3PBNA1,0
3PF0A1,0
3PHSA1,0
3PIDA1,0
3PIWA1,0
3PKVA1,0
3PM2A1,0
3PR9A1,0
3PSGA1,0
3PSTA1,0
3PT5A1,0
3PTEA1,0
3PWZA1,0
3PZ9A1,0
3PZFA1,0
3Q1CA1,0
3Q2CA1,0
3Q2XA1,0
3Q64A1,0
3Q69A1,0
3Q6BA1,0
3Q7MA1,0
3Q98A1,0
3Q9PA1,0
3Q9SA1,0
3QACA1,0
3QAVA1,0
3QC1A1,0
3QC7A1,0
3QD7X1,0
3QFLA1,0
3QH4A1,0
3QH7A1,0
3QKYA1,0
3QNEA1,0
3QPAA1,0
3QPTA1,0
3QSQA1,0
3QV0A1,0
3QWMA1,0
3R2EA1,0
3R2IA1,0
3R2PA1,0
3R5SA1,0
3R6DA1,0
3R87A1,0
3R8EA1,0
3R8QA1,0
3RAZA1,0
3RDJA1,0
3RDYA1,0
3RE9A1,0
3RFFA1,0
3RFIA1,0
3RFWA1,0
3RFYA1,0
3RGIA1,0
3RHEA1,0
3RJ2X1,0
3RJPA1,0
3RJSA1,0
3RJXA1,0
3RJZA1,0
3RKVA1,0
3RKXA1,0
3RLEA1,0
3RLNA1,0
3RNVA1,0
3RT2A1,0
3RVCA1,0
3RZYA1,0
3S0AA1,0
3S5IA1,0
3S60A1,0
3S8MA1,0
3SBSA1,0
3SD2A1,0
3SDBA1,0
3SEBA1,0
3SEDA1,0
3SGSA1,0
3SH4A1,0
3SIHA1,0
3SK9A1,0
3SMDA1,0
3SSIA1,0
3STOA1,0
3SULA1,0
3SV0A1,0
3SXWA1,0
3SYJA1,0
3SZ7A1,0
3T0HA1,0
3T1SA1,0
3T1WA1,0
3T3KA1,0
3T57A1,0
3T5AA1,0
3T5BA1,0
3T7FA1,0
3T8RA1,0
3TCHA1,0
3TCQA1,0
3TEFA1,0
3TG7A1,0
3TGLA1,0
3TL4X1,0
3TMOA1,0
3TOWA1,0
3TP3A1,0
3TPAA1,0
3TPEA1,0
3TSSA1,0
3TUAA1,0
3TYJA1,1
3TYSA1,0
3U0RA1,0
3U0VA1,0
3U26A1,0
3U2AA1,0
3U2RA1,0
3U3IA1,0
3U3PA1,0
3U97A1,0
3U9LA1,0
3UAFA1,0
3UAHA1,0
3UC9A1,0
3UCIA1,0
3UEKA1,0
3UFBA1,0
3UFCX1,0
3UGUA1,0
3UH8A1,0
3UPSA1,0
3UV9A1,0
3UX2A1,0
3UY5A1,0
3V1AA1,0
3V3TA1,1
3V46A1,0
3V4GA1,0
3V55A1,0
3V6PA1,0
3V75A1,0
3VBCA1,0
3VDJA1,0
3VFIA1,0
3VGPA1,0
3VHJA1,0
3VJ8A1,0
3VN5A1,0
3VNEA1,0
3VORA1,0
3VP7A1,0
3VPYA1,0
3VPZA1,0
3VSRA1,0
3VVVA1,0
3VYCA1,0
3VZHA1,0
3W1EA1,0
3W56A1,0
3W66A1,0
3W6RA1,0
3W90A1,0
3W9UA1,1
3W9YA1,0
3WA1A1,0
3WAIA1,0
3WBJA1,0
3WFVA1,0
3WITA1,0
3WKWA1,0
3WOYA1,0
3WP5A1,0
3WP8A1,0
3WP9A1,0
3WRPA1,0
3WVTA1,0
3WX4A1,0
3WY8A1,0
3ZDEA1,0
3ZHIA1,0
3ZIIA1,0
3ZK0A1,0
3ZNYA1,0
3ZPJA1,0
3ZRIA1,0
3ZSLA1,0
3ZXYA1,0
3ZY1A1,0
3ZZPA1,0
4A02A1,0
4ACJA1,0
4ACOA1,0
4AD1A1,0
4ADPA1,0
4AE0A1,0
4AE7A1,0
4AEKA1,0
4AF2A1,0
4AFVA1,0
4AGHA1,0
4AGKA1,0
4AM1A1,0
4ANNA1,0
4AO6A1,0
4APVA1,0
4AXZA1,0
4B2FA1,0
4B5ZA1,0
4B7OA1,0
4B89A1,0
4B8JA1,0
4B9IA1,0
4BBWA1,1
4BFHA1,0
4BGCA1,0
4BIGA1,0
4BJIA1,0
4BKDA1,0
4BKGA1,0
4BMWA1,0
4BOKA1,0
4BOUA1,0
4BPFA1,0
4BPYA1,0
4BXPA1,0
4C7VA1,0
4C8PA1,0
4CBEA1,0
4CEKA1,0
4CFIA1,0
4CH7A1,0
4CHDA1,0
4CHEA1,0
4CHJA1,0
4CILA1,0
4CP6A1,0
4CRHA1,0
4CS6A1,0
4CU2A1,0
4CVDA1,0
4CXIA1,0
4CYAA1,0
4CZIA1,0
4D6VA1,0
4D7RA1,0
4D8LA1,0
4D8MA1,0
4D8OA1,0
4DB6A1,0
4DBXA1,0
4DD5A1,0
4DDPA1,0
4DFIA1,0
4DIUA1,0
4DK2A1,0
4DMVA1,0
4DNDA1,0
4DNUA1,0
4DOMA1,0
4DPZX1,0
4DQAA1,0
4DQVA1,0
4DT4A1,0
4DYLA1,0
4DZAA1,0
4E16A1,0
4E2UA1,0
4E40A1,0
4E5RA1,0
4E6HA1,0
4E6SA1,0
4E72A1,0
4E8BA1,0
4E9EA1,0
4E9LA1,0
4ECCA1,0
4EF5A1,0
4EI8A1,0
4EK3A1,0
4EL6A1,0
4ELNA1,0
4EO0A1,0
4EQ3A1,0
4ERNA1,0
4ES1A1,0
4ESFA1,0
4ETXA1,0
4EUGA1,0
4EVFA1,0
4EVMA1,0
4EW6A1,0
4EZBA1,0
4F11A1,0
4F1RA1,0
4F25A1,0
4F3JA1,0
4F67A1,0
4F80A1,0
4F85A1,0
4F8AA1,0
4FBNA1,0
4FBRA1,0
4FCUA1,0
4FD6A1,0
4FEIA1,0
4FH3A1,1
4FHQA1,0
4FI5A1,0
4FITA1,0
4FLEA1,0
4FNVA1,0
4FQAA1,0
4FR9A1,0
4FSVA1,0
4FVMA1,0
4FZRA1,0
4G08A1,0
4G13A1,0
4G14A1,0
4G29A1,0
4G2EA1,0
4G3NA1,0
4G3OA1,0
4G3TA1,0
4G4FA1,0
4G54A1,0
4G76A1,0
4G78A1,0
4G9QA1,0
4GA2A1,0
4GAXA1,0
4GCOA1,0
4GEIA1,0
4GGAA1,0
4GGRA1,0
4GLFA1,0
4GMOA1,0
4GMQA1,0
4GN2A1,0
4GOUA1,0
4GQMA1,0
4GQWA1,0
4GS3A1,0
4GTNA1,0
4GYGA1,0
4H4AA1,0
4H4JA1,0
4H5YA1,0
4H86A1,0
4H89A1,0
4H9JA1,0
4HCSA1,0
4HDEA1,0
4HF7A1,0
4HFLA1,0
4HJPA1,0
4HN7A1,0
4HOQA1,0
4HQAA1,0
4HRSA1,0
4HS2A1,0
4HSCX1,1
4HTJA1,0
4HWMA1,0
4HWNA1,0
4HXTA1,0
4I0OA1,0
4I2TA1,0
4I6XA1,0
4IBNA1,0
4IC4A1,0
4ICWA1,0
4IDHA1,0
4IDMA1,0
4IGIA1,0
4IH1A1,0
4IL7A1,0
4INKA1,1
4IPCA1,0
4IQ8A1,0
4IQMA1,0
4IRGA1,0
4IRHA1,0
4IT3A1,0
4IUJA1,0
4IW7A1,0
4IYSA1,0
4IZOA1,0
4J0WA1,0
4J18A1,0
4J29A1,0
4J2PA1,0
4J4RA1,0
4J5QA1,0
4J87A1,0
4J94A1,0
4J9JA1,0
4JG2A1,0
4JG5A1,0
4JHYA1,0
4JJOA1,0
4JKQA1,0
4JKZA1,0
4JMIA1,0
4JMNA1,0
4JMPA1,0
4JNFA1,0
4JOXA1,0
4JP0A1,0
4JP2A1,0
4JP6A1,0
4JQFA1,0
4JZ5A1,0
4JZCA1,0
4K2OA1,0
4K48A1,0
4K59A1,0
4K5QA1,0
4K7EA1,0
4K82A1,0
4K8LA1,0
4KDCA1,0
4KEFA1,0
4KEIA1,0
4KIAA1,0
4KK4A1,0
4KM8A1,0
4KMCA1,0
4L4UA1,0
4L6EA1,0
4L8LA1,0
4L9EA1,0
4L9HA1,0
4L9RA1,0
4L9VA1,0
4LA5A1,0
4LD8A1,0
4LDMA1,0
4LEUA1,0
4LF0A1,0
4LFQA1,0
4LGCA1,0
4LH9A1,0
4LHFA1,0
4LJ1A1,0
4LK4A1,0
4LKRA1,0
4LNSA1,0
4LONB1,0
4LSOA1,0
4LTTA1,0
4LZHA1,0
4LZIA1,0
4M1FA1,0
4M36A1,0
4M4ZA1,0
4M67A1,0
4M7GA1,0
4M7OA1,0
4M90A1,0
4M97A1,0
4M98A1,0
4M9KA1,0
4M9PA1,0
4MDWA1,0
4ME2A1,0
4MF7A1,0
4MFIA1,0
4MGPA1,0
4MGSA1,0
4MHCA1,0
4MHPA1,0
4MKXA1,0
4MNOA1,0
4MO0A1,0
4MOAA1,0
4MQ3A1,0
4MQMA1,0
4MU6A1,0
4MYLA1,0
4MZ2A1,0
4MZDA1,0
4N1LA1,0
4N1VA1,0
4N30A1,1
4N4AA1,0
4N6LA1,0
4N6TA1,0
4N77A1,0
4N7XA1,9
4N9XA1,0
4NCDA1,1
4NCIA1,0
4NCUA1,0
4ND9A1,0
4NDJA1,0
4NFBA1,0
4NI6A1,0
4NIOA1,0
4NIPA1,0
4NJPA1,6
4NK6A1,0
4NKJA1,0
4NLBA1,0
4NLMA1,0
4NMIA1,0
4NNGA1,0
4NOAA1,0
4NOMA1,0
4NP8A1,0
4NPHA1,0
4NPNA1,0
4NPXA1,0
4NQ0A1,0
4NS4A1,0
4NU2A1,0
4NUXA1,0
4NZPA1,0
4O3XB1,0
4O6GA1,0
4O7QA1,0
4O8BA1,0
4O8SA1,0
4O9LA1,0
4OD6A1,0
4OF0A1,0
4OHIA1,0
4OHRA1,0
4OIXA1,0
4OM9A1,0
4OO3A1,0
4OPFA1,0
4OQ1A1,0
4OQZA1,0
4OSNA1,0
4OU0A1,0
4OUNA1,0
4OUQA1,0
4OXPA1,0
4OY5A1,0
4OZKA1,0
4OZSA1,0
4OZWA1,0
4OZXA1,0
4P09A1,0
4P0FA1,0
4P0MA1,0
4P0ZA1,0
4P47A1,0
4P48A1,0
4P5UA1,0
4P9IA1,0
4PA1A1,0
4PBDA1,0
4PBOA1,0
4PD0A1,0
4PEKA1,0
4PGRA1,7
4PK9A1,0
4PLQA1,0
4PQDA1,0
4PQZA1,0
4PS6A1,0
4PSDA1,0
4PSJA1,0
4PTIA1,0
4PZPA1,0
4Q2QA1,0
4Q2SA1,0
4Q4GX1,0
4Q6VA1,0
4Q7KA1,0
4QB0A1,0
4QB4A1,0
4QCJA1,0
4QDRA1,0
4QFTA1,0
4QLOA1,0
4QMJA1,0
4QS8A1,0
4QUCA1,0
4QVRA1,0
4QXLA1,0
4QXXZ1,0
4R0PA1,0
4R0RA1,0
4R0UA1,0
4R0WA1,0
4R1BA1,0
4R6FA1,0
4R9NA1,0
4R9PA1,0
4RAXA1,0
4RCBA1,0
4REGA1,0
4REHA1,0
4RFAA1,0
4RIKA1,0
4RKIA1,0
4RL1A1,0
4RM6A1,0
4RM9A1,0
4RMMA1,0
4RP6Z1,0
4RSXA1,0
4RVCA1,0
4RWHA1,0
4RWUA1,0
4RXVA1,0
4RZ9A1,0
4RZAA1,0
4S03A1,0
4TM5A1,0
4TR3A1,0
4TRKA1,0
4TSVA1,0
4TTKA1,0
4TTLA1,0
4TTPA1,0
4TTWA1,0
4TUTA1,0
4TVEA1,0
4TX7A1,0
4U12A1,0
4U3KA1,0
4U3VA1,0
4U4EA1,0
4U4HA1,0
4U64A1,0
4U8EA1,0
4UDSA1,0
4UMGA1,0
4UMIA1,0
4UMLA1,0
4UMSA1,0
4UOSA1,0
4UQ9A1,0
4UWWA1,0
4UYIA1,0
4V0PA1,0
4V2DA1,0
4V38A1,0
4W1UA1,0
4W7GA1,0
4W8QA1,0
4W98A1,0
4WBIA1,0
4WBXC1,0
4WDCA1,0
4WE2A1,0
4WFIA1,0
4WFVA1,0
4WFWA1,0
4WJ1A1,0
4WJSA1,0
4WO8A1,0
4WP6A1,0
4WT3A1,0
4WTXA1,0
4WXTA1,0
4WYIA1,0
4WZ0A1,0
4X1OA1,0
4X2XA1,0
4X3XA1,0
4X5UA1,0
4XDXA1,0
4XE7A1,0
4XEHA1,0
4XFDA1,0
4XFOA1,0
4XGJA1,0
4XH3A1,0
4XHYA1,0
4XIOA1,0
4XLTA1,0
4XO1A1,0
4XP8A1,0
4XPKA1,0
4XQ7A1,0
4XWUA1,0
4XY6A1,0
4XYGA1,0
4XYHA1,0
4Y1WA1,0
4Y2FA1,0
4Y2KA1,0
4Y5JA1,0
4Y6WA1,0
4YA6A1,0
4YE6A1,0
4YFSA1,0
4YJWA1,0
4YK1A1,0
4YKDA1,0
4YL7A1,0
4YMEA1,0
4YODA1,0
4YPCA1,0
4YPNA1,0
4YTEA1,0
4YTKA1,0
4YUDA1,0
4YUFA1,0
4YVOA1,0
4YWFA1,0
4YX8A1,0
4YXZA1,0
4YZPA1,0
4Z1PA1,1
4Z2NA1,0
4Z37A1,0
4Z3IA1,0
4Z5SA1,0
4Z85A1,0
4Z9PA1,0
4ZAIA1,0
4ZBHA1,0
4ZC3A1,0
4ZCTA1,0
4ZDVA1,0
4ZH0A1,0
4ZHWA1,0
4ZM7A1,0
4ZMKA1,0
4ZOTA1,0
4ZOUA1,0
4ZOYA1,0
4ZPCA1,0
4ZQAA1,0
4ZQVA1,0
4ZSBA1,0
4ZTAA1,0
4ZZFA1,0
5A4RA1,0
5A7ZA1,0
5A8SA1,0
5A8UA1,0
5A9BA1,0
5AOYA1,0
5APSA1,0
5APZA1,0
5ARMA1,0
5AVGA1,0
5AVHA1,0
5AWEA1,0
5AWLA1,0
5AY9A1,0
5B0GA1,0
5B0TA1,0
5B11O1,0
5B1NA1,0
5B5RA1,0
5BP1A1,0
5BTHA1,0
5BTYA1,0
5C10A1,0
5C2MA1,0
5C3TA1,0
5C86A1,0
5C8OA1,0
5CCFA1,0
5CDKA1,0
5CHHA1,0
5CIVA1,0
5COHA1,0
5CR6D1,0
5CUZA1,0
5CWBA1,0
5CXQA1,0
5D30A1,0
5D6BA1,0
5D6VA1,0
5D8MA1,0
5D9RA1,0
5DAZA1,0
5DBLA1,0
5DCFA1,0
5DDVA1,0
5DFGA1,0
5DFKA1,0
5DMAA1,0
5DN7A1,0
5DPOA1,0
5DWCA1,0
5DXLA1,0
5DYLA1,0
5DYMA1,0
5DZ9A1,0
5E0ZA1,0
5E10A1,0
5E1LA1,0
5E1WA1,0
5E1YA1,0
5E31A1,0
5E5BA1,0
5E5XA1,0
5E5ZA1,0
5E71A1,0
5E7LA1,0
5E8SA1,0
5EB9A1,0
5EE0A1,0
5EE2A1,0
5EEPA1,0
5EF9A1,0
5EFRA1,0
5EFSA1,0
5EFXA1,0
5EH6A1,1
5EHAA1,0
5EKZA1,0
5EOVA1,0
5EPDA1,0
5EQZA1,0
5ERIA1,0
5ERXA1,1
5ET5A1,0
5EUPA1,0
5EV7A1,0
5EVGA1,0
5EWRA1,0
5EZQA1,0
5F18A1,0
5F1SA1,0
5F70A1,0
5F9QA1,0
5FD9A1,0
5FDBA1,0
5FFAA1,0
5FFBA1,0
5FSZA1,0
5FU5A1,0
5FWHA1,0
5FX0A1,0
5FZSA1,0
5GHEA1,0
5GMBA1,0
5GO4A1,0
5GY3A1,0
5H03A1,0
5H0JA1,0
5H0QA1,0
5H1DA1,0
5H1JA1,0
5H3XA1,0
5H8PA1,0
5H9KA1,0
5HA8A1,0
5HBPA1,0
5HD2A1,0
5HD3A1,0
5HD9A1,0
5HDWA1,0
5HFDA1,0
5HFGA1,0
5HIHA1,0
5HJJA1,0
5HLJA1,0
5HM5A1,0
5HMTA1,0
5HOZA1,0
5HQGA1,0
5HS4A1,1
5HS8A1,0
5HTRA1,0
5HWFA1,0
5HX7A1,0
5HY6A1,0
5HYYA1,0
5HYZA1,0
5I32A1,6
5I41B1,0
5I45A1,0
5I4CA1,0
5I5HA1,5
5I62A1,0
5I7NA1,0
5IBVA1,0
5IHSA1,1
5IOXA1,0
5IS1A1,0
5ITQA1,0
5IVHA1,0
5J08A1,0
5J0IA1,0
5JAKA1,0
5JD6A1,0
5JDDA1,0
5JH1A1,0
5JI7A1,0
5JKPA1,0
5JLDA1,0
5JMTA1,0
5JO8A1,0
5JPAA1,0
5JQNA1,0
5JRTA1,0
5JW8A1,0
5JX1A1,0
5KA5A1,0
5KJSA1,0
5KLCA1,0
5KMYA1,0
5KUCA1,0
5KUGA1,0
5KVKA1,0
5KVRA1,0
5L33A1,0
5L40A1,0
5L7ZA1,0
5LB4A1,0
5LGGA1,0
5LRUA1,0
5LVZA1,0
5LW6A1,0
5LY5A1,0
5LZ1A1,0
5M1FA1,0
5MR1A1,0
5P73A1,0
5SV2A1,0
5SXLA1,0
5SXOA1,0
5T5DA1,0
5T76A1,0
5T7ZA1,0
5TE9A1,0
5TJAA1,0
5TUNA1,0
5TV2A1,0
5TZIC1,0
5UFTA1,0
8OHMA1,0
